bt_date_bt_time,Date,Time,uid,In Kitchen,,
28-03-2019 18:58:00:000000,28-03-19,18:58:00:000000,kitchen,0,,
28-03-2019 18:58:40:000000,28-03-19,18:58:40:000000,kitchen,0,,
28-03-2019 18:59:20:000000,28-03-19,18:59:20:000000,kitchen,0,,
28-03-2019 19:00:00:000000,28-03-19,19:00:00:000000,kitchen,0,,
28-03-2019 19:00:40:000000,28-03-19,19:00:40:000000,kitchen,0,,
28-03-2019 19:01:20:000000,28-03-19,19:01:20:000000,kitchen,0,,
28-03-2019 19:02:00:000000,28-03-19,19:02:00:000000,kitchen,0,,
28-03-2019 19:02:40:000000,28-03-19,19:02:40:000000,kitchen,0,,
28-03-2019 19:03:20:000000,28-03-19,19:03:20:000000,kitchen,0,,
28-03-2019 19:04:00:000000,28-03-19,19:04:00:000000,kitchen,0,,
28-03-2019 19:04:40:000000,28-03-19,19:04:40:000000,kitchen,0,,
28-03-2019 19:05:20:000000,28-03-19,19:05:20:000000,kitchen,0,,
28-03-2019 19:06:00:000000,28-03-19,19:06:00:000000,kitchen,0,,
28-03-2019 19:06:40:000000,28-03-19,19:06:40:000000,kitchen,0,,
28-03-2019 19:07:20:000000,28-03-19,19:07:20:000000,kitchen,0,,
28-03-2019 19:08:00:000000,28-03-19,19:08:00:000000,kitchen,0,,
28-03-2019 19:08:40:000000,28-03-19,19:08:40:000000,kitchen,0,,
28-03-2019 19:09:20:000000,28-03-19,19:09:20:000000,kitchen,0,,
28-03-2019 19:10:00:000000,28-03-19,19:10:00:000000,kitchen,0,,
28-03-2019 19:10:40:000000,28-03-19,19:10:40:000000,kitchen,0,,
28-03-2019 19:11:20:000000,28-03-19,19:11:20:000000,kitchen,0,,
28-03-2019 19:12:00:000000,28-03-19,19:12:00:000000,kitchen,0,,
28-03-2019 19:12:40:000000,28-03-19,19:12:40:000000,kitchen,0,,
28-03-19 19:13:20:000000,28-03-19,19:13:20:000000,kitchen,0,,
28-03-19 19:14:00:000000,28-03-19,19:14:00:000000,kitchen,0,,
28-03-19 19:14:40:000000,28-03-19,19:14:40:000000,kitchen,0,,
28-03-19 19:15:20:000000,28-03-19,19:15:20:000000,kitchen,0,,
28-03-19 19:16:00:000000,28-03-19,19:16:00:000000,kitchen,0,,
28-03-19 19:16:40:000000,28-03-19,19:16:40:000000,kitchen,0,,
28-03-19 19:17:20:000000,28-03-19,19:17:20:000000,kitchen,0,,
28-03-19 19:18:00:000000,28-03-19,19:18:00:000000,kitchen,0,,
28-03-19 19:18:40:000000,28-03-19,19:18:40:000000,kitchen,0,,
28-03-19 19:19:20:000000,28-03-19,19:19:20:000000,kitchen,0,,
28-03-19 19:20:00:000000,28-03-19,19:20:00:000000,kitchen,0,,
28-03-19 19:20:40:000000,28-03-19,19:20:40:000000,kitchen,0,,
28-03-2019 19:21:20:000000,28-03-19,19:21:20:000000,kitchen,0,,
28-03-2019 19:22:00:000000,28-03-19,19:22:00:000000,kitchen,0,,
28-03-2019 19:22:40:000000,28-03-19,19:22:40:000000,kitchen,0,,
28-03-2019 19:23:20:000000,28-03-19,19:23:20:000000,kitchen,0,,
28-03-2019 19:24:00:000000,28-03-19,19:24:00:000000,kitchen,0,,
28-03-2019 19:24:40:000000,28-03-19,19:24:40:000000,kitchen,0,,
28-03-2019 19:25:20:000000,28-03-19,19:25:20:000000,kitchen,0,,
28-03-2019 19:26:00:000000,28-03-19,19:26:00:000000,kitchen,0,,
28-03-2019 19:26:40:000000,28-03-19,19:26:40:000000,kitchen,0,,
28-03-2019 19:27:20:000000,28-03-19,19:27:20:000000,kitchen,0,,
28-03-2019 19:28:00:000000,28-03-19,19:28:00:000000,kitchen,0,,
28-03-2019 19:28:40:000000,28-03-19,19:28:40:000000,kitchen,0,,
28-03-2019 19:29:20:000000,28-03-19,19:29:20:000000,kitchen,0,,
28-03-2019 19:30:00:000000,28-03-19,19:30:00:000000,kitchen,0,,
28-03-2019 19:30:40:000000,28-03-19,19:30:40:000000,kitchen,0,,
28-03-2019 19:31:20:000000,28-03-19,19:31:20:000000,kitchen,0,,
28-03-2019 19:32:00:000000,28-03-19,19:32:00:000000,kitchen,0,,
28-03-2019 19:32:40:000000,28-03-19,19:32:40:000000,kitchen,0,,
28-03-2019 19:33:20:000000,28-03-19,19:33:20:000000,kitchen,0,,
28-03-2019 19:34:00:000000,28-03-19,19:34:00:000000,kitchen,0,,
28-03-2019 19:34:40:000000,28-03-19,19:34:40:000000,kitchen,0,,
28-03-2019 19:35:20:000000,28-03-19,19:35:20:000000,kitchen,0,,
28-03-2019 19:36:00:000000,28-03-19,19:36:00:000000,kitchen,0,,
28-03-19 19:36:40:000000,28-03-19,19:36:40:000000,kitchen,0,,
28-03-19 19:37:20:000000,28-03-19,19:37:20:000000,kitchen,0,,
28-03-19 19:38:00:000000,28-03-19,19:38:00:000000,kitchen,0,,
28-03-19 19:38:40:000000,28-03-19,19:38:40:000000,kitchen,0,,
28-03-19 19:39:20:000000,28-03-19,19:39:20:000000,kitchen,0,,
28-03-19 19:40:00:000000,28-03-19,19:40:00:000000,kitchen,0,,
28-03-19 19:40:40:000000,28-03-19,19:40:40:000000,kitchen,0,,
28-03-19 19:41:20:000000,28-03-19,19:41:20:000000,kitchen,0,,
28-03-19 19:42:00:000000,28-03-19,19:42:00:000000,kitchen,0,,
28-03-19 19:42:40:000000,28-03-19,19:42:40:000000,kitchen,0,,
28-03-19 19:43:20:000000,28-03-19,19:43:20:000000,kitchen,0,,
28-03-19 19:44:00:000000,28-03-19,19:44:00:000000,kitchen,0,,
28-03-19 19:44:40:000000,28-03-19,19:44:40:000000,kitchen,0,,
28-03-19 19:45:20:000000,28-03-19,19:45:20:000000,kitchen,0,,
28-03-19 19:46:00:000000,28-03-19,19:46:00:000000,kitchen,0,,
28-03-19 19:46:40:000000,28-03-19,19:46:40:000000,kitchen,0,,
28-03-19 19:47:20:000000,28-03-19,19:47:20:000000,kitchen,0,,
28-03-19 19:48:00:000000,28-03-19,19:48:00:000000,kitchen,0,,
28-03-19 19:48:40:000000,28-03-19,19:48:40:000000,kitchen,0,,
28-03-19 19:49:20:000000,28-03-19,19:49:20:000000,kitchen,0,,
28-03-19 19:50:00:000000,28-03-19,19:50:00:000000,kitchen,0,,
28-03-19 19:50:40:000000,28-03-19,19:50:40:000000,kitchen,0,,
28-03-2019 19:51:20:000000,28-03-19,19:51:20:000000,kitchen,0,,
28-03-2019 19:52:00:000000,28-03-19,19:52:00:000000,kitchen,0,,
28-03-2019 19:52:40:000000,28-03-19,19:52:40:000000,kitchen,0,,
28-03-2019 19:53:20:000000,28-03-19,19:53:20:000000,kitchen,0,,
28-03-2019 19:54:00:000000,28-03-19,19:54:00:000000,kitchen,0,,
28-03-2019 19:54:40:000000,28-03-19,19:54:40:000000,kitchen,0,,
28-03-2019 19:55:20:000000,28-03-19,19:55:20:000000,kitchen,0,,
28-03-2019 19:56:00:000000,28-03-19,19:56:00:000000,kitchen,0,,
28-03-2019 19:56:40:000000,28-03-19,19:56:40:000000,kitchen,0,,
28-03-2019 19:57:20:000000,28-03-19,19:57:20:000000,kitchen,0,,
28-03-2019 19:58:00:000000,28-03-19,19:58:00:000000,kitchen,0,,
28-03-2019 19:58:40:000000,28-03-19,19:58:40:000000,kitchen,0,,
28-03-19 19:59:20:000000,28-03-19,19:59:20:000000,kitchen,0,,
28-03-19 20:00:00:000000,28-03-19,20:00:00:000000,kitchen,0,,
28-03-19 20:00:40:000000,28-03-19,20:00:40:000000,kitchen,0,,
28-03-19 20:01:20:000000,28-03-19,20:01:20:000000,kitchen,0,,
28-03-19 20:02:00:000000,28-03-19,20:02:00:000000,kitchen,0,,
28-03-19 20:02:40:000000,28-03-19,20:02:40:000000,kitchen,0,,
28-03-19 20:03:20:000000,28-03-19,20:03:20:000000,kitchen,0,,
28-03-19 20:04:00:000000,28-03-19,20:04:00:000000,kitchen,0,,
28-03-19 20:04:40:000000,28-03-19,20:04:40:000000,kitchen,0,,
28-03-19 20:05:20:000000,28-03-19,20:05:20:000000,kitchen,0,,
28-03-19 20:06:00:000000,28-03-19,20:06:00:000000,kitchen,0,,
28-03-19 20:06:40:000000,28-03-19,20:06:40:000000,kitchen,0,,
28-03-19 20:07:20:000000,28-03-19,20:07:20:000000,kitchen,0,,
28-03-19 20:08:00:000000,28-03-19,20:08:00:000000,kitchen,0,,
28-03-19 20:08:40:000000,28-03-19,20:08:40:000000,kitchen,0,,
28-03-19 20:09:20:000000,28-03-19,20:09:20:000000,kitchen,0,,
28-03-19 20:10:00:000000,28-03-19,20:10:00:000000,kitchen,0,,
28-03-19 20:10:40:000000,28-03-19,20:10:40:000000,kitchen,0,,
28-03-19 20:11:20:000000,28-03-19,20:11:20:000000,kitchen,0,,
28-03-19 20:12:00:000000,28-03-19,20:12:00:000000,kitchen,0,,
28-03-19 20:12:40:000000,28-03-19,20:12:40:000000,kitchen,0,,
28-03-19 20:13:20:000000,28-03-19,20:13:20:000000,kitchen,0,,
28-03-19 20:14:00:000000,28-03-19,20:14:00:000000,kitchen,0,,
28-03-2019 20:14:40:000000,28-03-19,20:14:40:000000,kitchen,0,,
28-03-2019 20:15:20:000000,28-03-19,20:15:20:000000,kitchen,0,,
28-03-2019 20:16:00:000000,28-03-19,20:16:00:000000,kitchen,0,,
28-03-2019 20:16:40:000000,28-03-19,20:16:40:000000,kitchen,0,,
28-03-2019 20:17:20:000000,28-03-19,20:17:20:000000,kitchen,0,,
28-03-2019 20:18:00:000000,28-03-19,20:18:00:000000,kitchen,0,,
28-03-2019 20:18:40:000000,28-03-19,20:18:40:000000,kitchen,0,,
28-03-2019 20:19:20:000000,28-03-19,20:19:20:000000,kitchen,0,,
28-03-2019 20:20:00:000000,28-03-19,20:20:00:000000,kitchen,0,,
28-03-2019 20:20:40:000000,28-03-19,20:20:40:000000,kitchen,0,,
28-03-2019 20:21:20:000000,28-03-19,20:21:20:000000,kitchen,0,,
28-03-19 20:22:00:000000,28-03-19,20:22:00:000000,kitchen,0,,
28-03-19 20:22:40:000000,28-03-19,20:22:40:000000,kitchen,0,,
28-03-19 20:23:20:000000,28-03-19,20:23:20:000000,kitchen,0,,
28-03-19 20:24:00:000000,28-03-19,20:24:00:000000,kitchen,0,,
28-03-19 20:24:40:000000,28-03-19,20:24:40:000000,kitchen,0,,
28-03-19 20:25:20:000000,28-03-19,20:25:20:000000,kitchen,0,,
28-03-19 20:26:00:000000,28-03-19,20:26:00:000000,kitchen,0,,
28-03-19 20:26:40:000000,28-03-19,20:26:40:000000,kitchen,0,,
28-03-19 20:27:20:000000,28-03-19,20:27:20:000000,kitchen,0,,
28-03-19 20:28:00:000000,28-03-19,20:28:00:000000,kitchen,0,,
28-03-19 20:28:40:000000,28-03-19,20:28:40:000000,kitchen,0,,
28-03-19 20:29:20:000000,28-03-19,20:29:20:000000,kitchen,0,,
28-03-19 20:30:00:000000,28-03-19,20:30:00:000000,kitchen,0,,
28-03-19 20:30:40:000000,28-03-19,20:30:40:000000,kitchen,0,,
28-03-19 20:31:20:000000,28-03-19,20:31:20:000000,kitchen,0,,
28-03-19 20:32:00:000000,28-03-19,20:32:00:000000,kitchen,0,,
28-03-19 20:32:40:000000,28-03-19,20:32:40:000000,kitchen,0,,
28-03-19 20:33:20:000000,28-03-19,20:33:20:000000,kitchen,0,,
28-03-19 20:34:00:000000,28-03-19,20:34:00:000000,kitchen,0,,
28-03-19 20:34:40:000000,28-03-19,20:34:40:000000,kitchen,0,,
28-03-19 20:35:20:000000,28-03-19,20:35:20:000000,kitchen,0,,
28-03-19 20:36:00:000000,28-03-19,20:36:00:000000,kitchen,0,,
28-03-19 20:36:40:000000,28-03-19,20:36:40:000000,kitchen,0,,
28-03-19 20:37:20:000000,28-03-19,20:37:20:000000,kitchen,0,,
28-03-19 20:38:00:000000,28-03-19,20:38:00:000000,kitchen,0,,
28-03-19 20:38:40:000000,28-03-19,20:38:40:000000,kitchen,0,,
28-03-19 20:39:20:000000,28-03-19,20:39:20:000000,kitchen,0,,
28-03-19 20:40:00:000000,28-03-19,20:40:00:000000,kitchen,0,,
28-03-19 20:40:40:000000,28-03-19,20:40:40:000000,kitchen,0,,
28-03-19 20:41:20:000000,28-03-19,20:41:20:000000,kitchen,0,,
28-03-19 20:42:00:000000,28-03-19,20:42:00:000000,kitchen,0,,
28-03-19 20:42:40:000000,28-03-19,20:42:40:000000,kitchen,0,,
28-03-19 20:43:20:000000,28-03-19,20:43:20:000000,kitchen,0,,
28-03-19 20:44:00:000000,28-03-19,20:44:00:000000,kitchen,0,,
28-03-19 20:44:40:000000,28-03-19,20:44:40:000000,kitchen,0,,
28-03-19 20:45:20:000000,28-03-19,20:45:20:000000,kitchen,0,,
28-03-19 20:46:00:000000,28-03-19,20:46:00:000000,kitchen,0,,
28-03-19 20:46:40:000000,28-03-19,20:46:40:000000,kitchen,0,,
28-03-19 20:47:20:000000,28-03-19,20:47:20:000000,kitchen,0,,
28-03-19 20:48:00:000000,28-03-19,20:48:00:000000,kitchen,0,,
28-03-19 20:48:40:000000,28-03-19,20:48:40:000000,kitchen,0,,
28-03-19 20:49:20:000000,28-03-19,20:49:20:000000,kitchen,0,,
28-03-19 20:50:00:000000,28-03-19,20:50:00:000000,kitchen,0,,
28-03-19 20:50:40:000000,28-03-19,20:50:40:000000,kitchen,0,,
28-03-19 20:51:20:000000,28-03-19,20:51:20:000000,kitchen,0,,
28-03-19 20:52:00:000000,28-03-19,20:52:00:000000,kitchen,0,,
28-03-19 20:52:40:000000,28-03-19,20:52:40:000000,kitchen,0,,
28-03-19 20:53:20:000000,28-03-19,20:53:20:000000,kitchen,0,,
28-03-19 20:54:00:000000,28-03-19,20:54:00:000000,kitchen,0,,
28-03-19 20:54:40:000000,28-03-19,20:54:40:000000,kitchen,0,,
28-03-19 20:55:20:000000,28-03-19,20:55:20:000000,kitchen,0,,
28-03-19 20:56:00:000000,28-03-19,20:56:00:000000,kitchen,0,,
28-03-19 20:56:40:000000,28-03-19,20:56:40:000000,kitchen,0,,
28-03-19 20:57:20:000000,28-03-19,20:57:20:000000,kitchen,0,,
28-03-19 20:58:00:000000,28-03-19,20:58:00:000000,kitchen,0,,
28-03-19 20:58:40:000000,28-03-19,20:58:40:000000,kitchen,0,,
28-03-19 20:59:20:000000,28-03-19,20:59:20:000000,kitchen,0,,
28-03-19 21:00:00:000000,28-03-19,21:00:00:000000,kitchen,0,,
28-03-19 21:00:40:000000,28-03-19,21:00:40:000000,kitchen,0,,
