bt_date_bt_time,Date,Time,ELEC,Kettle In Use
2019-03-28 19:24:00,28-03-2019,19:24:00:000000,0.0,0
2019-03-28 19:24:40,28-03-2019,19:24:40:000000,0.0,0
2019-03-28 19:25:20,28-03-2019,19:25:20:000000,0.0,0
2019-03-28 19:26:00,28-03-2019,19:26:00:000000,0.0,0
2019-03-28 19:26:40,28-03-2019,19:26:40:000000,0.0,0
2019-03-28 19:27:20,28-03-2019,19:27:20:000000,0.0,0
2019-03-28 19:28:00,28-03-2019,19:28:00:000000,0.0,0
2019-03-28 19:28:40,28-03-2019,19:28:40:000000,0.0,0
2019-03-28 19:29:20,28-03-2019,19:29:20:000000,0.0,0
2019-03-28 19:30:00,28-03-2019,19:30:00:000000,0.0,0
2019-03-28 19:30:40,28-03-2019,19:30:40:000000,0.0,0
2019-03-28 19:31:20,28-03-2019,19:31:20:000000,0.0,0
2019-03-28 19:32:00,28-03-2019,19:32:00:000000,0.0,0
2019-03-28 19:32:40,28-03-2019,19:32:40:000000,0.0,0
2019-03-28 19:33:20,28-03-2019,19:33:20:000000,0.0,0
2019-03-28 19:34:00,28-03-2019,19:34:00:000000,0.0,0
2019-03-28 19:34:40,28-03-2019,19:34:40:000000,0.0,0
2019-03-28 19:35:20,28-03-2019,19:35:20:000000,0.0,0
2019-03-28 19:36:00,28-03-2019,19:36:00:000000,0.0,0
2019-03-28 19:36:40,28-03-2019,19:36:40:000000,0.0,0
2019-03-28 19:37:20,28-03-2019,19:37:20:000000,0.0,0
2019-03-28 19:38:00,28-03-2019,19:38:00:000000,0.0,0
2019-03-28 19:38:40,28-03-2019,19:38:40:000000,0.0,0
2019-03-28 19:39:20,28-03-2019,19:39:20:000000,0.0,0
2019-03-28 19:40:00,28-03-2019,19:40:00:000000,0.0,0
2019-03-28 19:40:40,28-03-2019,19:40:40:000000,0.0,0
2019-03-28 19:41:20,28-03-2019,19:41:20:000000,0.0,0
2019-03-28 19:42:00,28-03-2019,19:42:00:000000,0.0,0
2019-03-28 19:42:40,28-03-2019,19:42:40:000000,0.0,0
2019-03-28 19:43:20,28-03-2019,19:43:20:000000,0.0,0
2019-03-28 19:44:00,28-03-2019,19:44:00:000000,0.0,0
2019-03-28 19:44:40,28-03-2019,19:44:40:000000,0.0,0
2019-03-28 19:45:20,28-03-2019,19:45:20:000000,0.0,0
2019-03-28 19:46:00,28-03-2019,19:46:00:000000,0.0,0
2019-03-28 19:46:40,28-03-2019,19:46:40:000000,8.0,1
2019-03-28 19:47:20,28-03-2019,19:47:20:000000,0.0,0
2019-03-28 19:48:00,28-03-2019,19:48:00:000000,0.0,0
2019-03-28 19:48:40,28-03-2019,19:48:40:000000,0.0,0
2019-03-28 19:49:20,28-03-2019,19:49:20:000000,0.0,0
2019-03-28 19:50:00,28-03-2019,19:50:00:000000,0.0,0
2019-03-28 19:50:40,28-03-2019,19:50:40:000000,0.0,0
2019-03-28 19:51:20,28-03-2019,19:51:20:000000,0.0,0
2019-03-28 19:52:00,28-03-2019,19:52:00:000000,0.0,0
2019-03-28 19:52:40,28-03-2019,19:52:40:000000,0.0,0
2019-03-28 19:53:20,28-03-2019,19:53:20:000000,0.0,0
2019-03-28 19:54:00,28-03-2019,19:54:00:000000,0.0,0
2019-03-28 19:54:40,28-03-2019,19:54:40:000000,0.0,0
2019-03-28 19:55:20,28-03-2019,19:55:20:000000,0.0,0
2019-03-28 19:56:00,28-03-2019,19:56:00:000000,0.0,0
2019-03-28 19:56:40,28-03-2019,19:56:40:000000,0.0,0
2019-03-28 19:57:20,28-03-2019,19:57:20:000000,0.0,0
2019-03-28 19:58:00,28-03-2019,19:58:00:000000,0.0,0
2019-03-28 19:58:40,28-03-2019,19:58:40:000000,0.0,0
2019-03-28 19:59:20,28-03-2019,19:59:20:000000,0.0,0
2019-03-28 20:00:00,28-03-2019,20:00:00:000000,0.0,0
2019-03-28 20:00:40,28-03-2019,20:00:40:000000,0.0,0
2019-03-28 20:01:20,28-03-2019,20:01:20:000000,0.0,0
2019-03-28 20:02:00,28-03-2019,20:02:00:000000,0.0,0
2019-03-28 20:02:40,28-03-2019,20:02:40:000000,0.0,0
2019-03-28 20:03:20,28-03-2019,20:03:20:000000,0.0,0
2019-03-28 20:04:00,28-03-2019,20:04:00:000000,0.0,0
2019-03-28 20:04:40,28-03-2019,20:04:40:000000,0.0,0
2019-03-28 20:05:20,28-03-2019,20:05:20:000000,0.0,0
2019-03-28 20:06:00,28-03-2019,20:06:00:000000,0.0,0
2019-03-28 20:06:40,28-03-2019,20:06:40:000000,0.0,0
2019-03-28 20:07:20,28-03-2019,20:07:20:000000,0.0,0
2019-03-28 20:08:00,28-03-2019,20:08:00:000000,0.0,0
2019-03-28 20:08:40,28-03-2019,20:08:40:000000,0.0,0
2019-03-28 20:09:20,28-03-2019,20:09:20:000000,0.0,0
2019-03-28 20:10:00,28-03-2019,20:10:00:000000,0.0,0
2019-03-28 20:10:40,28-03-2019,20:10:40:000000,0.0,0
2019-03-28 20:11:20,28-03-2019,20:11:20:000000,0.0,0
2019-03-28 20:12:00,28-03-2019,20:12:00:000000,0.0,0
2019-03-28 20:12:40,28-03-2019,20:12:40:000000,0.0,0
2019-03-28 20:13:20,28-03-2019,20:13:20:000000,0.0,0
2019-03-28 20:14:00,28-03-2019,20:14:00:000000,0.0,0
2019-03-28 20:14:40,28-03-2019,20:14:40:000000,0.0,0
2019-03-28 20:15:20,28-03-2019,20:15:20:000000,0.0,0
2019-03-28 20:16:00,28-03-2019,20:16:00:000000,0.0,0
2019-03-28 20:16:40,28-03-2019,20:16:40:000000,0.0,0
2019-03-28 20:17:20,28-03-2019,20:17:20:000000,0.0,0
2019-03-28 20:18:00,28-03-2019,20:18:00:000000,0.0,0
2019-03-28 20:18:40,28-03-2019,20:18:40:000000,0.0,0
2019-03-28 20:19:20,28-03-2019,20:19:20:000000,0.0,0
2019-03-28 20:20:00,28-03-2019,20:20:00:000000,0.0,0
2019-03-28 20:20:40,28-03-2019,20:20:40:000000,0.0,0
2019-03-28 20:21:20,28-03-2019,20:21:20:000000,0.0,0
2019-03-28 20:22:00,28-03-2019,20:22:00:000000,0.0,0
2019-03-28 20:22:40,28-03-2019,20:22:40:000000,0.0,0
2019-03-28 20:23:20,28-03-2019,20:23:20:000000,0.0,0
2019-03-28 20:24:00,28-03-2019,20:24:00:000000,0.0,0
2019-03-28 20:24:40,28-03-2019,20:24:40:000000,0.0,0
2019-03-28 20:25:20,28-03-2019,20:25:20:000000,0.0,0
2019-03-28 20:26:00,28-03-2019,20:26:00:000000,0.0,0
2019-03-28 20:26:40,28-03-2019,20:26:40:000000,0.0,0
2019-03-28 20:27:20,28-03-2019,20:27:20:000000,0.0,0
2019-03-28 20:28:00,28-03-2019,20:28:00:000000,0.0,0
2019-03-28 20:28:40,28-03-2019,20:28:40:000000,0.0,0
2019-03-28 20:29:20,28-03-2019,20:29:20:000000,0.0,0
2019-03-28 20:30:00,28-03-2019,20:30:00:000000,0.0,0
2019-03-28 20:30:40,28-03-2019,20:30:40:000000,0.0,0
2019-03-28 20:31:20,28-03-2019,20:31:20:000000,0.0,0
2019-03-28 20:32:00,28-03-2019,20:32:00:000000,0.0,0
2019-03-28 20:32:40,28-03-2019,20:32:40:000000,0.0,0
2019-03-28 20:33:20,28-03-2019,20:33:20:000000,0.0,0
2019-03-28 20:34:00,28-03-2019,20:34:00:000000,0.0,0
2019-03-28 20:34:40,28-03-2019,20:34:40:000000,0.0,0
2019-03-28 20:35:20,28-03-2019,20:35:20:000000,0.0,0
2019-03-28 20:36:00,28-03-2019,20:36:00:000000,0.0,0
2019-03-28 20:36:40,28-03-2019,20:36:40:000000,0.0,0
2019-03-28 20:37:20,28-03-2019,20:37:20:000000,0.0,0
2019-03-28 20:38:00,28-03-2019,20:38:00:000000,0.0,0
2019-03-28 20:38:40,28-03-2019,20:38:40:000000,0.0,0
2019-03-28 20:39:20,28-03-2019,20:39:20:000000,0.0,0
2019-03-28 20:40:00,28-03-2019,20:40:00:000000,0.0,0
2019-03-28 20:40:40,28-03-2019,20:40:40:000000,0.0,0
2019-03-28 20:41:20,28-03-2019,20:41:20:000000,0.0,0
2019-03-28 20:42:00,28-03-2019,20:42:00:000000,0.0,0
2019-03-28 20:42:40,28-03-2019,20:42:40:000000,0.0,0
2019-03-28 20:43:20,28-03-2019,20:43:20:000000,0.0,0
2019-03-28 20:44:00,28-03-2019,20:44:00:000000,0.0,0
2019-03-28 20:44:40,28-03-2019,20:44:40:000000,0.0,0
2019-03-28 20:45:20,28-03-2019,20:45:20:000000,0.0,0
2019-03-28 20:46:00,28-03-2019,20:46:00:000000,0.0,0
2019-03-28 20:46:40,28-03-2019,20:46:40:000000,0.0,0
2019-03-28 20:47:20,28-03-2019,20:47:20:000000,0.0,0
2019-03-28 20:48:00,28-03-2019,20:48:00:000000,0.0,0
2019-03-28 20:48:40,28-03-2019,20:48:40:000000,0.0,0
2019-03-28 20:49:20,28-03-2019,20:49:20:000000,0.0,0
2019-03-28 20:50:00,28-03-2019,20:50:00:000000,0.0,0
2019-03-28 20:50:40,28-03-2019,20:50:40:000000,0.0,0
2019-03-28 20:51:20,28-03-2019,20:51:20:000000,0.0,0
2019-03-28 20:52:00,28-03-2019,20:52:00:000000,0.0,0
2019-03-28 20:52:40,28-03-2019,20:52:40:000000,0.0,0
2019-03-28 20:53:20,28-03-2019,20:53:20:000000,0.0,0
2019-03-28 20:54:00,28-03-2019,20:54:00:000000,0.0,0
2019-03-28 20:54:40,28-03-2019,20:54:40:000000,0.0,0
2019-03-28 20:55:20,28-03-2019,20:55:20:000000,0.0,0
2019-03-28 20:56:00,28-03-2019,20:56:00:000000,0.0,0
2019-03-28 20:56:40,28-03-2019,20:56:40:000000,0.0,0
2019-03-28 20:57:20,28-03-2019,20:57:20:000000,0.0,0
2019-03-28 20:58:00,28-03-2019,20:58:00:000000,0.0,0
2019-03-28 20:58:40,28-03-2019,20:58:40:000000,0.0,0
2019-03-28 20:59:20,28-03-2019,20:59:20:000000,0.0,0
2019-03-28 21:00:00,28-03-2019,21:00:00:000000,0.0,0
2019-03-28 21:00:40,28-03-2019,21:00:40:000000,0.0,0
